IMO,MMSI,Vessel Name,Call Sign,Type,Length,Beam
8741571,412422520,XIAN ZHOU 6,BKPE2,Passenger,48,7
9335408,412422630,DONG HAI 210,BLCU,Tanker,117,18
8776655,412422693,HUA YING 809,BZV4K,Fishing,n.a.,n.a.
8776540,412422694,HUA YING 817,BZV7K,Fishing,n.a.,n.a.
8776631,412422695,HUA YING 87,BZV2K,Fishing,n.a.,n.a.
8776502,412422696,HUA YING 811,BZV5K,Fishing,n.a.,n.a.
8776629,412422697,HUA YING 58,BZV1K,Fishing,n.a.,n.a.
8776514,412422701,HUA YING 818,BZV8K,Fishing,n.a.,n.a.
8776526,412422704,HUA YING 819,BZV9K,Fishing,n.a.,n.a.
8776643,412422706,HUA YING 803,BZV3K,Fishing,n.a.,n.a.
8796992,412422732,JIN HAI 823,BZV2U,Fishing,n.a.,n.a.
8797001,412422734,JIN HAI 825,BZV3U,Fishing,n.a.,n.a.
1025368,412423290,ZHONG HAI YOU 669,BKMS,Tanker,n.a.,n.a.
1382144,412423948,JI,BKPN2,Wing In Ground,77,13
8776825,412424120,XIA RI,BKNL2,Cargo,n.a.,n.a.
8452168,412424170,WEILONG558,BKOJ2,Cargo,93,15
8779853,412424491,JIADE 17,BZV1M,Fishing,n.a.,n.a.
8779865,412424547,JIADE 18,BZV2M,Fishing,n.a.,n.a.
8779877,412424702,JIADE 21,BZV3M,Fishing,n.a.,n.a.
8779889,412424703,JIADE 22,BZV4M,Fishing,n.a.,n.a.
8821955,412425000,JIA XING,VRET2,Fishing,169,27
8992261,412425460,JIN CHENG ZHOU 28,BLFG2,Cargo,96,16
9024786,412425561,ZHE DAI YU 10004,BZVF6,Cargo,n.a.,n.a.
8655100,412425950,JIN FU XING 28,BKEQ,Cargo,98,16
8218548,412426001,ZHEDAIYU16345,n.a.,Fishing,155,23
1384192,412426010,SHUANG NING 888,n.a.,Cargo,55,9
8741557,412426330,SHENG YING 1,BKSI2,Passenger,48,5
9024803,412426549,ZHE DAI YU 10213,BZVF7,Cargo,n.a.,n.a.
1384831,412426570,XING NING 81,n.a.,Cargo,53,9
7506742,412426638,ZHEDAIYU10271,BLJK,Fishing,115,17
8821943,412427000,CHONG MING,VREM9,Unspecified,169,27
1020813,412427050,SHUN KAI 87,BPEC5,Tanker,n.a.,n.a.
8989070,412427210,XIN JIE,XUMX7,Cargo,106,16
8400256,412427650,ZHE HAI 151,BLJK,Cargo,168,26
8513716,412428000,LU XUN,BOPV,Tug,159,23
8359603,412428190,WIRA CAMELIA,JVEC8,Passenger,54,12
8359615,412428210,WIRA SAMAERI,JVED8,Passenger,53,11
5269182,412428448,ZH3MJF4EDQ LKU,BHZZ,Fishing,40,6
8660911,412429820,JIA HUI,BKCO,Cargo,104,16
8513704,412430000,LI BAI,BIAQ7,Fishing,159,23
8777685,412430920,FENG CHENG 101,BZ6UG,Fishing,n.a.,n.a.
8918253,412431000,ZHENG YANG,H9UH,Cargo,176,27
9095345,412431040,DONG HONG 112,n.a.,Cargo,52,n.a.
1389312,412431160,LI AN 16,n.a.,Cargo,53,9
9362645,412431790,JIAN XING 32,BKNF3,Tanker,81,12
1019527,412431920,KAI SHUN YOU 57,BISC,Tanker,n.a.,n.a.
8883111,412432170,ZHONG SHUI 9408,BKUD3,Fishing,44,14
3607603,412432280,ZHE HUANG JI 828,n.a.,Tanker,54,9
8594239,412433890,YONG DA 9,BLAL3,Cargo,n.a.,n.a.
1024845,412434450,MEI SHAN GANG 7,BKOT3,Cargo,n.a.,n.a.
9398589,412435010,YONG SHENG HUA 3,BKQB4,Tanker,62,10
8319756,412435060,LUO SHENG,VRYT3,Tanker,137,21
8401303,412435460,ZHONG CHANG 88,BKPM3,Cargo,182,30
9872298,412435461,OUYA17,BZUU3,Fishing,65,10
9872303,412435469,OUYA18,BZUU4,Fishing,65,10
1390000,412436780,ZHENG HE 508,BKPU3,Cargo,94,18
8661745,412436980,JIN ZHAO 11,BKQP3,Cargo,131,18
8741052,412437050,ZHONG YUN 7,BKRS4,Tanker,87,13
9322671,412437090,MING ZHOU 201,BKBH,Cargo,169,23
1542330,412437380,HONG PU 121,BKQI3,Tanker,55,9
8860066,412437390,HE HONG,BKUG4,Cargo,105,20
8744107,412437840,YONG XIANG 29,BKQJ3,Tanker,73,11
9069085,412438660,TONG DA 2,BKST3,Passenger,77,15
8349660,412438680,RUN JIANG 25,BKSQ3,Tanker,81,12
9499072,412438810,HAI XIN YOU 611,BKAK,Tanker,134,20
9095450,412439260,JIA LI LI 22,BKAZ,Cargo,140,20
8781284,412439575,HAI ZHI XING 801,BZ4VH,Fishing,n.a.,n.a.
8782939,412439586,OU YA 7,BZ7VS,Fishing,n.a.,n.a.
8782941,412439587,OU YA 8,BZ8VS,Fishing,n.a.,n.a.
8782874,412439588,OU YA 9,BZ9VS,Fishing,n.a.,n.a.
8782989,412439598,OU YA 28,BZ7VZ,Fishing,76,12
8782977,412439599,OU YA 27,BZ6VZ,Fishing,n.a.,n.a.
8782965,412439601,OU YA 19,BZ5VZ,Fishing,76,12
8782953,412439602,OU YA 1,BZ4VZ,Fishing,n.a.,n.a.
8996176,412439604,FENG XIANG 818,BZU8K,Fishing,61,20
9289221,412439605,SHUN FA 8,BZU6K,Fishing,61,n.a.
9754018,412439608,YONG FA 1,BZU2N,Unspecified,70,10
9754020,412439611,YONG FA 2,BZU3N,Fishing,n.a.,n.a.
9789221,412439617,YONG FA 5,BZV5Y,Fishing,76,11
9787716,412439619,XING BANG 777,BLBM9,Cargo,121,18
8774853,412439741,HAI FENG 1,BZ5VC,Fishing,n.a.,n.a.
8774803,412439742,HAI FENG 2,BZ6VC,Fishing,n.a.,n.a.
8774994,412439756,HAI FENG 3,BZ1VU,Fishing,n.a.,n.a.
8775003,412439757,HAI FENG 4,BZ2VU,Fishing,n.a.,n.a.
9807449,412439761,YONG FA 6,BZW3B,Fishing,76,11
9807451,412439762,YONG FA 7,BZW4B,Fishing,n.a.,n.a.
8414295,412440004,FU YUAN YU F91,BVEN7,Cargo,32,16
8426951,412440007,LIANTAIDONLUO007,BWTO,Other Type,53,9
8687646,412440009,FU YUAN YU 835,BZ4US,Fishing,n.a.,n.a.
8687634,412440011,FU YUAN YU 837,BVNM7,Fishing,n.a.,n.a.
8820509,412440029,FU YUAN YU 557,BZ6US,Fishing,49,8
9031947,412440031,FU YUAN YU 558,BZ7US,Fishing,49,8
9016571,412440032,FU YUAN YU 559,BZ8US,Fishing,47,8
8692988,412440033,FU YUAN YU F53,BVFP7,Cargo,n.a.,n.a.
8685571,412440035,FU YUAN YU 863,BZ1UT,Fishing,n.a.,n.a.
8685583,412440036,FU YUAN YU 864,BZ2UT,Fishing,n.a.,n.a.
8685595,412440037,FU YUAN YU 865,BZ3UT,Fishing,n.a.,n.a.
8685600,412440038,FU YUAN YU 866,BZ4UT,Fishing,n.a.,n.a.
8685997,412440039,FU YUAN YU 993,BZ9US,Fishing,n.a.,n.a.
8685624,412440043,FU YUAN YU 868,BZ6UT,Fishing,n.a.,n.a.
8685636,412440044,FU YUAN YU 869,BZ7UT,Fishing,n.a.,n.a.
8685648,412440045,FU YUAN YU 870,BZ8UT,Fishing,n.a.,n.a.
8685650,412440046,FU YUAN YU 871,BZ9UT,Fishing,n.a.,n.a.
8685662,412440047,FU YUAN YU 872,BZ1UW,Fishing,n.a.,n.a.
8438899,412440056,FU YUAN YU 959,BVGC7,Fishing,n.a.,n.a.
8438904,412440057,FU YUAN YU 960,BVGD7,Fishing,n.a.,n.a.
8439518,412440107,FU YUAN YU 967,BVJV7,Fishing,n.a.,n.a.
1,414401140,RUNJI 7,n.a.,Tanker,96,16
1,414383000,WAN MING 1,BTJE7,Cargo,200,36
1,414151000,HAI LI 19,BOQV8,Cargo,199,32
1,413797004,YING ZHOU 9,n.a.,Speed Craft,35,6
1,413704170,HUA XIN 878,BTVB,Cargo,116,16
1,413700380,XIN LONG YUN 16,BVJR8,Cargo,159,23
1,413699890,AN SHENG 20,BVKJ5,Cargo,134,19
1,413699870,HUA SHENG 39,BVJB8,Cargo,159,23
1,413592680,CHANG XIAN HAI,BUZM,Cargo,159,24
1,413555650,JIANG HAI ZHI YUE,BQSX,Cargo,114,21
1,413554250,MIN HANG 169,n.a.,Cargo,97,16
1,413511130,HUA JUN YOU 369,n.a.,Tanker,125,17
1,413459450,YUAN RUN 2,n.a.,Law Enforce,31,6
1,413454350,DONG CHENG LAN TIAN,BLFK3,Cargo,179,28
1,413452750,ZHONGLIANG HUAZHONG,BLGQ4,Cargo,170,24
1,413443780,JING YE 6,BLCP,Cargo,191,31
1,413442970,ZHE HAI YOU6,BKUP5,Tanker,117,16
1,413442560,EN JIE 5,BKXZ6,Cargo,160,25
1,413441120,YONGGANGZHONGLIAN20,BKAE2,Tug,38,10
1,413379680,SHENG WANG1201,n.a.,Cargo,59,13
1,413375930,XIN HAI MING,BPQE,Cargo,122,21
1,413373770,SHANGRAN2,BOMQ2,Tanker,48,9
1,413367750,RUN FA ZHI BAO,BHXV5,Cargo,114,21
1,413362790,ZHONG GU 16,BHJY2,Cargo,180,28
1,413333840,TENG YUAN 58,n.a.,Cargo,106,24
1,413331610,RUN HAI 88,BQFQ,Cargo,93,20
1,413329010,CHANG FENG YOU 9,BBEF,Tanker,125,17
1,413327970,HUA LU HAI 2,BBJT,Cargo,180,29
1,413324150,AO TONG,BBRC,Cargo,147,21
1,413300580,BAO DONG 198,BTXO,Cargo,88,13
1,413271430,GUO TOU 3 HAO,n.a.,Other Type,34,11
1,413205780,CHANG FENG YOU 16,BODT7,Tanker,125,17
1,413205650,MEI YI 126,BSDS,Tanker,110,17
1,412763440,YUN TAI LONG 58,BLMQ,Cargo,158,22
1,412570920,ZHEN XING YOU 89,BEHV,Tanker,118,16
1,412502760,PINGFU168,BMSP,Cargo,96,16
1001568,413805923,YU XIN HUO 2657,0,Cargo,10,3
1009728,413819366,YU XIN HUO 12329,n.a.,Cargo,45,9
1013547,412549534,YONG FA 8,BZV9N,Fishing,70,12
1013872,412549557,LU RONG YUAN YU 320,BBIU6,Fishing,n.a.,n.a.
1013884,412549558,LU RONG YUAN YU 322,BBIU8,Fishing,n.a.,n.a.
1013901,413289350,LIAN HE 18,BLAHL7,Cargo,n.a.,n.a.
1014981,413398010,HE DE YUAN 96,BPDG5,Cargo,n.a.,n.a.
1014993,413397990,JIN YU CHANG,BPDG4,Cargo,n.a.,n.a.
1015014,414675000,XIN HUI HAI,BPCR5,Cargo,n.a.,n.a.
1015026,414694000,JIN HANG ZHENG NENG,BPEV8,Cargo,n.a.,n.a.
1015387,413398720,YONG CHENG 669,BPEU4,Tanker,n.a.,n.a.
1015404,413399160,FU YUAN 3,BPDN6,Cargo,n.a.,n.a.
1015428,414699000,JIU HUA JU LI,BPEI6,Cargo,n.a.,n.a.
1015430,413499270,HE HAI 10,BPGE5,Tanker,n.a.,n.a.
1015442,413395210,AN FENG 05,BPCR6,Cargo,n.a.,n.a.
1015478,413511340,XIN RUI 009,BPEL9,Cargo,n.a.,n.a.
1015480,413387320,DA AN 78,BPBG9,Tanker,n.a.,n.a.
1015492,413399950,JIA YUE 18,BPDS7,Tanker,n.a.,n.a.
1015545,413397050,HAI DA 769,BPDB5,Tanker,n.a.,n.a.
1015557,413398830,NING YUAN CHUN XIAO,BPDM3,Tanker,n.a.,n.a.
1015636,413511930,YONG JI HAI,BPER4,Cargo,n.a.,n.a.
1015650,414794000,RUN HUA 817,BPEO3,Cargo,n.a.,n.a.
1015727,414800000,HUA SHENG 167,BPFA8,Cargo,n.a.,n.a.
1015739,413512640,SHI JI FENG RONG,BPEU6,Cargo,n.a.,n.a.
1015935,413393990,XIN YI BO LI 01,BPCQ4,Cargo,n.a.,n.a.
1015947,413395180,XIN YI BO LI 02,BPCN2,Cargo,n.a.,n.a.
1016161,413541230,ZHONG PENG YOU YI,BPHY3,Cargo,n.a.,n.a.
1016616,412549559,GUANG YUAN YU 331,BZXH5,Fishing,n.a.,n.a.
1016630,412549561,GUANG YUAN YU 332,BZXH6,Fishing,n.a.,n.a.
1016642,412549562,GUANG YUAN YU 333,BZWZ32,Fishing,n.a.,n.a.
1016678,412549563,GUANG YUAN YU 335,BZWY45,Fishing,n.a.,n.a.
1016848,413487910,HUI GANG TONG 128,BLGB3,Cargo,n.a.,n.a.
1016927,413211790,HAI SHENG 6688,BRIR,Cargo,n.a.,n.a.
1016991,413289230,SHENG YANG 699,BORT3,Cargo,n.a.,n.a.
1017141,413543530,MIN HUA 8,BPID6,Cargo,n.a.,n.a.
1017804,413512810,SHENG FENG ZHOU,BPEV9,Tanker,n.a.,n.a.
1017830,413396780,KANG FA 126,BEMK9,Tanker,n.a.,n.a.
1017842,414795000,DING XIN 115,BPEO4,Cargo,n.a.,n.a.
1017866,414804000,XIN SHUN HAI,BPFI3,Cargo,n.a.,n.a.
1017878,414805000,CHENG SHAN 01,BPFL8,Cargo,n.a.,n.a.
1017880,413516730,CHANG SHENG JI 9,BPFP5,Cargo,n.a.,n.a.
1017957,413512750,QING XIANG 6,BPEV6,Cargo,n.a.,n.a.
1017969,413499420,HUI TONG 67,n.a.,Tanker,n.a.,n.a.
1017971,413499190,HENG RUN DA 6,n.a.,Fishing,11,4
1017983,413516440,DAI YOU 67,BPGO6,Tanker,n.a.,n.a.
1017995,413512480,NING YUAN BAI HE,BPES6,Tanker,n.a.,n.a.
1018004,413830329,YUAN FENG 698,n.a.,Cargo,108,18
1019022,413487510,JIN HUI 8,BYMR,Cargo,n.a.,n.a.
1019216,412549551,LU YAN YUAN YU 616,BBRR,Fishing,27,10
1019228,412549552,LU YAN YUAN YU 617,BBRY,Fishing,n.a.,n.a.
1019230,412549553,LU YAN YUAN YU 618,BZYV,Fishing,n.a.,n.a.
1019242,412549555,LU YAN YUAN YU 619,BZYX,Fishing,n.a.,n.a.
1019395,413230730,RONG HAI 189,BOFR2,Cargo,n.a.,n.a.
1019553,413227180,KANG SHUN HUI HUANG,n.a.,Cargo,n.a.,n.a.
1019759,413551150,QIAO HONG,n.a.,Cargo,n.a.,n.a.
1020851,413515030,BAO HANG FENG HAI,BPFO8,Cargo,n.a.,n.a.
1020899,413238350,JIN JIANG HONG 29,BKMN,Cargo,n.a.,n.a.
1020916,413243120,LI FU XING WANG,BFAY,Cargo,n.a.,n.a.
1020928,413620260,YONG XIN DA 8 HAO,n.a.,Cargo,n.a.,n.a.
1020966,413225650,YONG JING,BOEH2,Cargo,n.a.,n.a.
1021001,413514220,GUANG TAI 02,n.a.,Other Type,n.a.,n.a.
1021013,413514230,GUANG TAI 03,n.a.,Other Type,n.a.,n.a.
1021207,412452390,AN XIANG LI,BVKO5,Cargo,n.a.,n.a.
1021257,413269620,TENG CHONG 188,BOOF2,Cargo,n.a.,n.a.
1021570,413297390,YA QING HAI YANG,BOTN9,Cargo,n.a.,n.a.
1021582,413325430,JIA CHENG 168,BCDN8,Cargo,n.a.,n.a.
1021817,413269370,FANG ZHOU 179,n.a.,Other Type,n.a.,n.a.
1021996,412458490,DONG SHAN 6 HAO,BVAF6,Cargo,n.a.,n.a.
1022122,413388090,XIN HAI ZHOU 28,BPBK4,Cargo,n.a.,n.a.
1022847,413502920,HUA XIN 68,n.a.,Cargo,n.a.,n.a.
1022861,414403520,SHENG ZHOU QI HANG,n.a.,Cargo,n.a.,n.a.
1023164,413516710,XUAN TENG JI YUN,BPFO9,Cargo,n.a.,n.a.
1023188,412459101,YUAN SEN 166,BVNF6,Cargo,n.a.,n.a.
1023528,413219730,LIAN HANG JIA 168,n.a.,Cargo,n.a.,n.a.
1023621,413355650,XIN TENG HAI,n.a.,Cargo,n.a.,n.a.
1023839,413277040,FENG FA 1,n.a.,Cargo,n.a.,n.a.
1025071,413290950,ZHENXIN 5,n.a.,Cargo,n.a.,n.a.
1025083,413279790,ZHENXIN 68,n.a.,Cargo,n.a.,n.a.
1025148,413691170,HAI DA YUAN XIANG,BVAD6,Passenger,n.a.,n.a.
1025473,413543180,TONG HAI YONG SHUN,BPIC7,Cargo,n.a.,n.a.
1026099,413437230,BAO DI LONG 6,BKOL5,Cargo,n.a.,n.a.
1026166,412900515,328,BFLH,Cargo,70,12
1026178,413972421,QI FAN 19,BDTK,Cargo,74,12
1026269,413701320,XIN WAN DA 8,BVTY7,Cargo,n.a.,n.a.
1026738,413465160,BADO DE 116,BPCP5,Tanker,n.a.,n.a.
1026855,413286470,KANG QI FU HUA,n.a.,Cargo,n.a.,n.a.
1027079,412549582,LU RONG YUAN YU 360,BBZM8,Fishing,n.a.,n.a.
1027158,413538070,JIN DA 128,n.a.,Cargo,n.a.,n.a.
1027263,413397590,XIN RONG HAI,BPDD6,Cargo,n.a.,n.a.
1027275,414814000,JIU HUA PIN BO,BPGA7,Cargo,n.a.,n.a.
1027287,413514830,HE YUAN SHUN 89,BPFH3,Cargo,n.a.,n.a.
1027445,412620899,MIN LONG 678,n.a.,Cargo,n.a.,n.a.
1027457,413517970,HE TAI TONG 12,BPFT7,Cargo,n.a.,n.a.
1027469,414802000,HONG DA XIN 768,BPFE5,Cargo,n.a.,n.a.
1027483,414809000,CHENG SHAN 02,BPFS6,Cargo,n.a.,n.a.
1027495,413518330,JIN JI LI,BPFW2,Tanker,n.a.,n.a.
1027500,414826000,WAN MING ZI YOU,BPGP4,Cargo,n.a.,n.a.
1027512,413528940,YONG WANG DA 6,n.a.,Tanker,n.a.,n.a.
1027536,413399650,PU SHENG 77,BPDR5,Cargo,n.a.,n.a.
1028293,413406940,JIA TAI 299,BKXJ3,Tanker,n.a.,n.a.
1028358,413702430,HUA DA 606,BVLD8,Cargo,n.a.,n.a.
1028413,413530930,JIN HANG YOU 7,BPGO4,Tanker,n.a.,n.a.
1028451,413339240,ZHONG SHENG 166,BOXT9,Cargo,n.a.,n.a.
1028463,413517920,YI DA 66,BPFT5,Tanker,n.a.,n.a.
1028475,413517760,CHI QIANG CHENG XING,BPFT4,Cargo,n.a.,n.a.
1028487,413516160,SHENG SHUN 72,BPEL6,Cargo,n.a.,n.a.
1028499,413528920,DONG HAI ZHI YUAN,BPHW3,Cargo,n.a.,n.a.
1028516,413395520,TONG YIN 5006,BPGP6,Tanker,n.a.,n.a.
1028700,413316830,LONG TENG YUN 2,n.a.,Cargo,n.a.,n.a.
1029077,413590120,XIANG HAI 1 HAO,n.a.,Cargo,n.a.,n.a.
1029326,413532320,TIAN XIANG 76,BPGT4,Cargo,n.a.,n.a.
1029687,414841000,HONG TAI 869,BPHE5,Cargo,n.a.,n.a.
1030193,413514010,JIA HANG AN SHUN,BPFB5,Cargo,n.a.,n.a.
1030210,413515370,JING HUA 201,BPFJ8,Cargo,n.a.,n.a.
1030222,413539120,JIANG ZHOU HAI 2,BPHQ4,Cargo,n.a.,n.a.
1030430,413298210,HONG HE LIANG,BOTQ7,Cargo,n.a.,n.a.
1030454,413346440,HAN HANG DA JIANG,BPDP3,Cargo,n.a.,n.a.
1030636,413398590,HAN TANG JIN TAN,n.a.,Cargo,n.a.,n.a.
1030650,413517690,JIN YU FU,BPFT3,Tanker,n.a.,n.a.
1030662,413530020,JIANG HAI ZHI DA 66,BPGJ4,Cargo,n.a.,n.a.
1030777,414839000,XIN TAI HAI,BPHD6,Cargo,n.a.,n.a.
1031422,413386220,JIN HONG 188,n.a.,Cargo,n.a.,n.a.
1031886,413267930,HANG HAI XING HUA,n.a.,Cargo,n.a.,n.a.
1032440,413498470,XIANG FAN,BPEB6,Cargo,n.a.,n.a.
1032488,413540580,YUN XIANG 56,n.a.,Tanker,n.a.,n.a.
1033884,413536840,WAN RONG 21,n.a.,Tanker,n.a.,n.a.
1034022,413545350,CHANG CHENG 16,n.a.,Cargo,n.a.,n.a.
1048578,413506480,CHANG RONG 8,BMIK,Cargo,22,7
1048580,413417810,SHUANG NING 538,n.a.,Cargo,27,7
1049261,413368890,SHENGPING007,BHQT4,Cargo,139,28
1049716,412702910,SHENG FENG 18,BOCN2,Cargo,109,16
1049728,412452776,MIN SHI YU 06312,BVCX7,Fishing,38,7
1050624,413361820,DINGXIN958,BHUB6,Cargo,29,7
1050662,413972206,SHI YAN 3,678,Wing In Ground,104,13
1055935,413942000,WEI XIANG 109,BCDL2,Cargo,158,23
1058937,413794883,WANXINGUANGJINGPING,0,Cargo,132,22
1065136,413452930,XIANG HONG 18,n.a.,Tanker,50,10
1067031,413906142,YUEHUIZHOUHUO9882,X,Cargo,78,17
1067108,413784743,WANHANSHAN1980,BQAT,Cargo,40,8
1067172,413996437,XINLUNHUO88,AOAIP00,Cargo,82,14
1067184,413829304,SHUIJINGGONGZHU,8,Passenger,60,14
1083554,413958796,WANLINGBIHUO1785,n.a.,Cargo,49,9
1091628,413794472,SANXIANG9898,RRHO,Cargo,68,13
1099888,413965545,LU JI NING HUO 6136,5015,Cargo,63,13
1099931,413781971,XINGHANGJI8826,n.a.,Cargo,36,6
1101447,414400830,XING NING 76,BQYP,Cargo,190,32
1105493,413999876,HAIYU18,BHPJ,Passenger,31,8
1122304,413375020,XINHAIBANG,n.a.,Dredger,65,24
1132707,413775656,HUAYUAN,HUAYUAN,Cargo,82,16
1147348,413961618,GUO QIAN956,BJTP,Cargo,234,56
1148952,413788243,LONGGUANG666,54,Tanker,50,12
1149035,412766381,BIN HAI 235,BKXY6,Cargo,84,13
1157226,413790938,CHANG JIANG SU HANG,9288,Cargo,91,15
1157238,413778091,SU YAN HUO 32999,BFGF,Cargo,43,8
1157290,413830414,XIANG HENGYANGJI0569,11,Cargo,66,12
1165338,413902788,YUEGUANGHAIHUO9887,9887,Cargo,54,12
1165376,413998433,TAILIAN676,1H00000,Cargo,47,9
1165431,413940754,MING HUA 819,QYY,Cargo,92,17
1173684,413827871,CHANGXINGANG,BQAW,Cargo,110,12
1180314,413780832,WANWANZHIHUO3518,3518,Cargo,69,13
1181813,413345567,LU YU 1888,BJLQ,Fishing,38,5
1181849,413805951,YU XIN HUO 11389,1997,Cargo,49,9
1181851,413590130,TIAN LI 6 HA,BERZ9,Cargo,88,13
1190008,413899653,HUAN BO HAI YOU 6,BYCO,Tanker,49,9
1196208,413272170,ZHONGYOUYINGJI202,BDNI6,Other Type,53,8
1198141,412474090,YUESHAOGUANHUO2610,2610,Cargo,74,13
1198218,413322990,JIANG HONG 9,BOYN,Cargo,60,9
1198220,413832267,WANJINDUO6789,n.a.,Cargo,92,15
1199341,414449994,HAI TONG,n.a.,Cargo,80,13
1202394,413775602,WEIMING6HAO,0,Cargo,91,16
1204160,413445350,DONGKAIYOU8,n.a.,Tanker,49,10
1210420,413326190,RI YOU 6,BBKC8,Other Type,n.a.,n.a.
1214464,413800735,SUI HAI YUN 333,n.a.,Cargo,50,14
1222784,413791567,YU XIN HUO 12398,YYYY,Cargo,92,15
1230872,413998719,HERUN3368,708,Cargo,67,14
1245205,413551220,CHANGHUI,BECE,Cargo,98,16
1250444,413506880,RUI DA 168,BMOV,Unspecified,n.a.,n.a.
1255494,413822041,YU XIN YU 12798,6,Cargo,49,10
1258496,413821804,WANQIANGSHENG6698,6,Pleasure Craft,n.a.,n.a.
1271929,413996962,HAI YUAN 1188,1188,Cargo,65,11
1296541,413409860,AN QIANG 17,BPED,Fishing,53,9
1311896,413762105,TAI LIAN 208,n.a.,Cargo,60,11
1312096,413708040,HUA XIA 99,BUIL,Cargo,99,16
1312888,413507690,ZHONG SHI HUA YOU 6,BMFB,Tanker,53,9
1313806,413776534,BPCRC,n.a.,Other Type,142,36
1317656,413473110,LAI CHANG 02,M2US,Passenger,59,14
1329269,413567325,LUJININGHUO2O35,n.a.,Cargo,70,12
1329336,413806056,YUZHOUCHANGSHUN678,0,Cargo,76,12
1330000,413590740,CHUANG SHENG LONG,BEMJ8,Other Type,45,11
1333727,413774743,JING SA JI 6666,n.a.,Other Type,51,9
1337515,413761133,WANSHUNDAYOU007,942,Tanker,44,9
1339953,413795829,TONG DA HUA 0096,n.a.,Tanker,67,10
1342194,413325988,X3,BIQK,Cargo,169,27
1342352,413505770,XINBEIBUWANGANG3HAO,BMWN,Tug,35,10
1344180,413304270,NAN GANG TUO 1,BFBC2,Tug,37,10
1345536,412476110,FOHANG903,n.a.,Cargo,58,15
1348617,413841124,PINGGUO1368,n.a.,Cargo,50,11
1349398,413771586,KAI LIAN 9588,1098,Cargo,97,17
1350000,413443450,YI HAI 167,n.a.,Cargo,90,15
1353856,413353790,YANG HAI 166,UUX76,Cargo,135,19
1353870,413965756,HU HUAN YUN HUO 5015,BQBD,Cargo,47,8
1354848,413761602,WAN LANG XI HUO 5678,n.a.,Cargo,45,9
1355440,413764354,ZHONG NAN 1858,0,Cargo,67,12
1362089,413437090,ZHONG HAI YOU GONG 3,BKQA5,Tanker,45,8
1378398,413819426,HN DA 9158,n.a.,Cargo,73,11
1386621,413996881,PINGNAN HUAXIANG 673,AOAIP00,Cargo,49,11
1400726,413474470,A,n.a.,Cargo,n.a.,n.a.
1402944,413790909,WANLUJIANGHUO2798,n.a.,Cargo,52,9
1427619,413763326,SHENGDA8888,0,Cargo,96,15
1427633,413449860,JIN YOU YOU 7,BOBY,Tanker,37,6
1430848,413364590,YONG TAI 1586,n.a.,Cargo,100,18
1443998,413690990,CHANG DA 215,n.a.,Cargo,53,9
1454272,412496096,ZHONGHANG66,BMKC,Cargo,70,13
1467798,413782446,YUXINYANGHUO4081,YYYY,Cargo,49,8
1476608,413940542,JIANG JI YUN 1237,100200,Cargo,108,17
1476672,413779185,WAN JIN YUAN 180,BT,Cargo,37,10
1476763,413867109,HE XIE 1333,n.a.,Cargo,136,24
1484863,413997591,E JING MEN HUO 2598,n.a.,Cargo,79,14
1488704,413376340,LONG YU 2,BIAI4,Tanker,49,10
1493101,412596054,HAI RUN 6989,3FLJ9,Cargo,63,13
1501312,413858959,MINGDA1988,Y,Cargo,67,14
1501362,412803093,70273,BRNE,Other Type,155,6
1508968,413761415,WAN HUAI NANHUO 0958,n.a.,Cargo,45,9
1509558,412878878,SU LIAN YUN 2688,ZXXZ,Cargo,90,14
1525760,413834472,YU WAN HUO 2158,BHJN,Cargo,114,16
1544089,413795831,TONG DA HUA 0098,E8KC,Tanker,67,11
1573248,413435680,HUI HANG 19,n.a.,Tanker,53,9
1573286,413496001,LONGQINGP3,BVEB5,Tanker,96,13
1574400,413554280,MINGYUAN98,BECB2,Cargo,100,16
1575040,413400730,ZHOU HAI YOU 8,P,Tanker,45,8
1607855,412756040,HENG LI 168,BROZ,Cargo,50,9
1689669,412444325,MINLONGYU63588,BWAE,Fishing,21,5
1701376,413427280,JIAHE128,ECE8,Cargo,53,9
1714309,413816683,WANZHONGHAI1898,n.a.,Cargo,80,14
1775509,413816909,WAN TONGLINGHUO 5128,78,Cargo,47,9
1828928,413770814,HE HAI 28,0,Tanker,75,14
1829013,413433065,ZHEXIANGYU33065,33065,Fishing,65,6
1951517,413794489,WAN SHOU CHUN 1168,1168,Cargo,97,6
1964849,412550470,RUI SHENG 33 HAO,BUTX,Cargo,99,18
2018142,413794726,YUXINHUO16086,n.a.,Cargo,98,16
2019653,413235618,GUIHEYU,653,Speed Craft,120,12
2021278,413902863,HONGFENG866,n.a.,Cargo,49,11
2097667,413369692,SHENG SHONG GONG 168,BIBB6,Cargo,n.a.,n.a.
2098752,412766930,HAO XIANG 17,IGTZ,Law Enforce,96,14
2099328,413899696,YITAI99,BRMA,Cargo,119,20
2136085,413767561,HUATONG6689,0,Cargo,44,8
2181248,412764860,SHUN KAI 7,BLTF9,Tanker,54,10
2205824,413435070,HONG PU 239,BLMV,Tanker,50,10
2232322,413273180,SHEN HUA JUN 7,n.a.,Dredger,78,13
2267561,413764547,TAI CHANG XIN 298,BYBJ,Cargo,99,16
2280800,413409090,FANYIN6HAO,n.a.,Passenger,24,4
