IMO,MMSI,Vessel Name,Call Sign,Type,Length,Beam
8914934,412000001,FAN KE,DLMU,Passenger,98,18
1111117,412000001,ZHELINYU00868,n.a.,Other Type,n.a.,n.a.
8626757,412000002,TERNA,AUUL,Unspecified,30,6
5035000,412000004,XX 04,n.a.,Unspecified,105,14
9203112,412000006,TIANRONGHAI,H3GD,Cargo,288,45
3247661,412000009,MIN XIA YU 66888,n.a.,Fishing,21,5
9055981,412000020,FU ZHOU HAI,BONT,Wing In Ground,225,32
8306773,412000100,XIN BIN CHENG,BVFB5,Fishing,197,32
4908470,412000866,HE PING FANG ZHOU,866,Fishing,178,24
1460362,412000998,QIONGLINYU00998,182,Fishing,n.a.,n.a.
9058402,412001000,SHENG HE,BOLU,Cargo,148,22
1,412001112,HAI WA 2,n.a.,Other Type,n.a.,n.a.
7820746,412001310,SUQIYU01310,1310,Fishing,148,22
9043627,412002000,ZHEN HE,BOAQ,Pleasure Craft,274,32
8929410,412002130,LIAN GANG 22,BTBW,Tug,32,9
9043639,412003000,DA HE,BOAY,Tug,274,32
7529196,412004000,SHEN HUA 508,BRME,Cargo,149,21
9651618,412004000,SHEN HUA 508,BRME,Cargo,190,32
8919594,412005000,BAO SHAN HAI,BOOB,Search & Rescue,226,32
8481121,412005020,JIFENGYU05020,BOOC,Fishing,94,12
8919609,412006000,LI SHAN HAI,BOOC,Cargo,225,32
1591422,412006009,LU JIAO NAN YU 6009,6009,Fishing,30,6
1362065,412006052,LIAOHUYU 6052,103,Fishing,28,6
8916334,412007000,QINFA 8,BRTJ,Fishing,225,32
9055993,412008000,FENG SHAN HAI,BOOD,Cargo,225,32
9058397,412009000,LONG HE,BOLV,Cargo,148,22
8319483,412011030,SHENGO 38,BTER,Tanker,62,10
8710211,412011080,GUI AN,BTEV,Passenger,38,8
8844024,412011110,QIN GANG 9,BTEF,Tug,38,10
8844048,412011120,QIN GANG 11,BTEH,Tug,38,10
8614857,412011150,QIN GANG 4,BTFA,Tug,31,8
8614869,412011170,QIN GANG 6,BTFB,Tug,34,9
8512566,412011260,HUAN WEI YI HUO,BTEY,Tanker,46,12
8832186,412011350,YING AN,n.a.,Dredger,46,10
9177533,412013000,LE CHANG,BOQC,Cargo,169,25
9175444,412014000,LE TONG,BOQD,Cargo,169,25
8601422,412015020,HAI XUN 051,BTMA,Speed Craft,60,7
2179348,412015070,HAIXUN151,BTMD,Law Enforce,72,12
9175420,412016000,LE MIN,BOQF,Cargo,169,25
8002250,412016010,JIAOGONG48,n.a.,Tug,68,11
8875683,412016040,JIAO GONG 53,BSUX,Tug,38,n.a.
8848238,412016110,JIAO GONG 55,BSUC,Tug,45,10
9128659,412016390,JIAO GONG 61,n.a.,Tug,n.a.,n.a.
8400414,412017000,DONG JIANG FENG,BFAG5,Cargo,149,21
7378030,412017210,JINHANGJUN109,BSTF,Dredger,132,18
9259678,412017370,TONG TAN,BSTF,Dredger,93,19
9069011,412017390,JIN HANG BO 49,BSTH,Dredger,66,13
9069035,412017450,JIN HANG BO 51,BSTK,Dredger,66,13
8843977,412017580,LU HANG TING 1,BSEW,Tug,25,n.a.
8639807,412017660,JIN HANG JUN 216,n.a.,Dredger,85,17
8354598,412017770,JIN HANG TING 39,n.a.,Tug,n.a.,n.a.
8354366,412017790,JIN HANG TING 41,BOPX2,Tug,n.a.,n.a.
9666273,412018000,HUA HAI HANG 2,BVHU8,Cargo,229,32
9129079,412018070,JIN GANG LUN 14 HAO,BTLC,Tug,36,10
8520628,412018180,JIN GANG LUN 9,BTLS,Tug,30,9
9267120,412018330,LILY STAR II,BSSZ,Tug,29,11
8733225,412018340,JIN YOU 1,BTLH,Tanker,65,10
8733237,412018370,JIN YOU 2,BTLI,Tanker,65,10
8658205,412018420,JIN YOU 8,BYZO,Tanker,49,10
8658190,412018430,JIN GONG SHUI 1,n.a.,Tanker,49,9
9549073,412018470,TIAN JING HAO,BSSZ,Dredger,127,23
9535747,412018530,TONG CHENG,BSTO,Dredger,162,28
9162019,412019000,ZHONG TUO 98,BQYT,Cargo,224,32
8302856,412020000,DONG JIANG SHUI,BFAG6,Fishing,169,21
4302200,412020202,XIPU8963,12345,Fishing,46,64
9689330,412020210,BEI HAI JIU 203,BSFD,Search & Rescue,49,13
8875073,412020540,YAN GANG TUO 17,BTHG,Tug,34,9
8955304,412020640,YAN GANG TUO 19,BTHP,Tug,32,9
8313817,412021050,HUA SHENG TUO 701,BVBE3,Unspecified,81,16
9326471,412021140,BEI HAI JIU 111,BSJT,Search & Rescue,98,15
9379105,412021150,BEI HAI JIU 201,BSJU,Search & Rescue,49,13
9326483,412021170,BEI HAI JIU 112,BSJW,Search & Rescue,98,15
8537994,412022010,ZHONG RAN 33,BQFZ,Tanker,n.a.,n.a.
9223277,412023000,TAI AN KOU,BOKD,Cargo,156,36
9183764,412024000,LE JIN,BOQG,Cargo,169,25
8814249,412024540,QING YOU 9,BTCG,Tanker,87,12
8703426,412024620,QING GANG TUO 15,BCTW2,Tug,34,10
8414972,412025000,AN SHUN JIANG,BOAV,Pleasure Craft,149,21
8414934,412026000,AN XIN JIANG,BOAR,Cargo,149,21
8414946,412027000,AN YUE JIANG,BOAS,Cargo,149,21
9597070,412028000,XIN DONG GUAN 9,BRTP,Cargo,221,32
9622784,412029000,ZHE HAI 169,BIAN4,Cargo,189,32
9183752,412030000,LE SHUN,BOQH,Cargo,169,25
8832485,412031050,YUN GANG 4,BTGH,Tug,33,8
8817241,412031140,YUN GANG 10,BTGN,Tug,34,9
8817253,412031150,YUN GANG 11,BTGO,Tug,34,9
9494371,412032000,WU ZHU HAI,BOCM,Cargo,225,32
9488229,412034000,YAN DANG HAI,BOCN,Cargo,190,32
9637600,412035000,XIN YUE SHUN,BRTR,Cargo,189,32
9560144,412036000,HUA HAI LONG,BSNK,Dredger,181,43
8832344,412036140,YONG GANG TUO 9,BLBV,Tug,35,n.a.
8322727,412039000,AN JI JIANG,BVLB,Tanker,106,16
8400816,412041000,AN KANG JIANG,BOUR,Cargo,148,22
8414867,412041040,XIANG YING,BPCA,Cargo,106,17
8400828,412043000,AN LONG JIANG,BOUS,Cargo,148,22
8870695,412043150,SAN HANG TUO 1002,n.a.,Tug,31,8
8707147,412043280,SAN HANG QIJIU,BODU9,Other Type,n.a.,n.a.
9547556,412043780,SAN HANG TUO 3005,BSXR,Tug,49,12
9609201,412043810,XIN HAI HU 4,BSAK,Dredger,135,27
9056844,412044510,HANG JUN 5001,BSNQ,Dredger,112,17
7382029,412044520,HANG JUN 1001,BSMK,Dredger,83,13
8828800,412044550,HANG TUO 2001,BSMD,Cargo,60,11
8424965,412044570,HANG BO 3501,BSMJ,Dredger,53,11
8424953,412044580,HANG BO 3502,BSMK,Cargo,53,11
8897899,412044590,HANG BO 3503,BSML,Dredger,53,11
8863537,412044610,HANG BO 3505,BSMN,Dredger,53,11
8897916,412044620,HANG BO 3506,BSMO,Dredger,53,11
8897904,412044630,HANG BO 3504,BSMP,Dredger,53,11
8815853,412044640,HANG LIAN 702,BSMQ,Dredger,80,14
8426767,412044680,HANG JUN 1003,BSMV,Dredger,81,14
7368451,412044720,HANG JUN 4003,BSNF,Dredger,100,17
7819278,412044750,HANGJUN4007,BSNG,Other Type,129,18
7819280,412044760,HANGJUN 4008,BSNH,Other Type,129,18
7819292,412044770,HANGJUN4009,BSNI,Dredger,129,18
7819761,412044780,HANGJUN9001,BQDD,Dredger,161,29
8213976,412044840,HANG JUN 1008,BSMZ,Fishing,66,11
8962008,412044960,HANG BO 4307,BSLD,Dredger,47,n.a.
7433050,412045230,XIN HAI SHI,BSAR,Dredger,173,26
9318292,412045240,HANG JUN 4011,BQDE,Dredger,103,18
8783024,412046050,HU JIU 17,BSAQ,Tug,n.a.,n.a.
9302530,412046070,HU JIU 18,BSAR,Tug,36,10
9346794,412046080,DONG HAI JIU 131,BSCG,Search & Rescue,77,14
8828953,412046090,HU JIU LAO 62,BSBV,Other Type,75,19
8639338,412046110,DALIHAO,BSCI,Other Type,100,38
9344980,412046120,DONG HAI JIU 112,BSCI,Search & Rescue,98,15
9093907,412046130,DONG HAI JIU 201,BSCJ,Search & Rescue,49,13
9646522,412046140,DE TAO,BTIA,Tug,73,17
8400830,412047000,AN NING JIANG,BOUT,Cargo,148,22
8848393,412047120,YUN YOU 6,BHTA,Tanker,67,10
9060144,412047130,HAI GONG YOU 28,BPIS,Tanker,67,10
9557563,412048000,Xin Ao Yuan Jing,BQCX,Cargo,142,32
7902893,412049000,GUAN HE KOU,BPQX,Cargo,146,22
8822038,412049010,YU FENG,BPQX,Cargo,139,20
9609328,412050000,DE HUI,BSNM,Other Type,89,17
9338498,412050140,HAI XUN 31,BTOC,Law Enforce,112,13
8715833,412050690,MEI HUA LING,BROX,Cargo,164,22
8715845,412050710,WEI HU LING,BROY,Cargo,164,22
8828850,412051080,XIANG HENG,BRVW,Cargo,105,16
9108893,412051430,TAO YUAN,BRVJ,Cargo,123,20
9108908,412051450,LIN YUAN,BRVL,Cargo,123,20
8896754,412051520,DA QING 223,n.a.,Tanker,67,10
9056820,412052510,Guang Zhou Hao,BSPM,Dredger,121,21
7378016,412052550,HUANG PU YI,BSPA,Dredger,129,18
8828941,412052560,HANGJUN1,BYCY,Dredger,101,17
8828680,412052730,HANG BO 1001,BSPY,Cargo,64,14
9285768,412053050,WAN QING SHA,BSPN,Other Type,132,24
8833520,412054560,NAN HAI JIU 197,BSEG,Tug,60,11
8833544,412054580,NANHAIJIU199,BSFM,Tug,59,11
7811185,412054590,NAN HAI JIU 159,BSFO,Search & Rescue,66,12
7820813,412054620,DE YUE,BSFP,Tug,98,15
8863680,412054640,NAN TIAN LONG,n.a.,Other Type,100,30
9164938,412054670,DE HUA,BSGK,Tug,35,9
9548055,412054790,NAN HAI JIU 113,BSGK,Search & Rescue,99,15
9379466,412054870,NAN HAI JIU 111,BSFW,Search & Rescue,98,15
9223289,412055000,KANG SHENG KOU,BOKF,Cargo,156,32
8879885,412055520,ZHONG RAN 53,BAID,Tanker,104,16
8845107,412055580,PU YOU 8,BTPO,Tanker,n.a.,n.a.
9152727,412055590,PU YOU 12 HAO,BTPQ,Tanker,74,11
9662916,412056000,SHEN HUA 802,BRLB,Cargo,224,32
9568160,412057000,TAN FU MING SHENG,BRWA,Cargo,225,32
9279915,412057020,HU MEN 9,BYCX,Dredger,73,14
9069059,412057040,SHAN GANG YIN 8,BTVL,Tug,36,10
8414958,412058000,AN ZE JIANG,BOAT,Military OPS,149,21
8414922,412059000,AN QING JIANG,BOKA,Cargo,149,21
7902881,412060000,LU JIAO NAN YU 75259,75259,Fishing,146,22
9177507,412061000,LE DING,BOUF,Cargo,169,25
8414960,412064000,AN GUANG JIANG,BOAU,Cargo,149,21
9604483,412065000,TAI HANG 118,BSCA,Cargo,199,n.a.
7944308,412065170,MASSYS,5990,Cargo,161,20
8216801,412065990,FU KANG KOU,BOOI,Tug,105,19
9617571,412066000,SAN DING CHANG LE,BRYQ,Tanker,228,32
9364746,412068000,DE MING HAI,BQBO,Cargo,225,32
9364758,412069000,DE XIN HAI,BQBP,Cargo,225,32
8318049,412070000,XIN XING HE,BVKI7,Cargo,172,28
7412343,412070010,B010,BTZR,Fishing,36,6
7412331,412070040,HANG JUN4,BTZS,Other Type,70,14
7412329,412070050,HANG JUN 5,BTYK,Other Type,70,14
7382031,412070090,HANG JUN 8,BTYL,Dredger,83,13
8863551,412070110,HANG JUN 9,BTXM,Other Type,85,15
8955287,412070120,HANG JUN 10,BTYR,Dredger,85,15
9199282,412070150,HANG JUN 11,BTYS,Dredger,85,15
9206164,412070160,HANG JUN 15,BTYT,Dredger,84,15
9212436,412070210,HANG JUN 14,BTZM,Dredger,72,14
9245627,412070270,HANG JUN 17,BTZL,Dredger,84,15
9252383,412070280,HANG JUN 16,BTZC,Dredger,74,14
9252395,412070290,HANG JUN 18,BTZH,Dredger,74,14
9260184,412070310,HANG JUN 19,BTXM,Dredger,84,15
9294630,412070340,HANG JUN 21,BTYB,Cargo,74,14
9365013,412070380,Hang Jun 22,BTZV,Dredger,80,14
9478054,412070420,CHANG JING 2,BTXV,Dredger,131,24
8599409,412070518,HE XING 559,n.a.,Cargo,n.a.,n.a.
8318037,412071000,XIN YIN HE,BVJY7,Unspecified,172,28
9662760,412072000,WU ZHOU 8,BRWG,Cargo,225,32
8896704,412073010,CHU JIANG,BUKZ,Cargo,64,11
9666285,412075000,HUA HAI HANG 3,BVII8,Cargo,229,32
8888927,412076010,TIAN ZHU SHAN,BUOZ,Cargo,98,16
9063093,412077010,ZHONG GANG YONG HE,BHZP,Tanker,159,26
8515063,412077210,NING SHUN,BUSE,Tanker,66,11
8955366,412077250,SU SHUN,BUSI,Tanker,81,13
8018077,412077260,LIAN SHUN,n.a.,Tanker,101,15
9320178,412077340,NING HUA 417,BURW,Tanker,92,15
9652882,412078000,LI DIAN 20,BVGQ8,Cargo,190,32
9731999,412079000,SHEN HUA 511,BRMK,Cargo,n.a.,n.a.
8607610,412079110,CHANG FU 2,BUNL,Cargo,101,16
8112940,412079250,CHANG HANG YUN HAI,BUVS,Cargo,199,29
8313362,412079310,LING HAI,BUUW,Cargo,185,30
8888642,412081510,CHANG YING,TRAV9,Cargo,129,20
7932680,412081520,CHANG WANG,BUNV,Cargo,120,17
9007922,412081590,CHANG ZHAN,BUZL,Cargo,109,19
9169304,412081630,SHENG TAI,BUNV,Cargo,98,16
8664709,412081710,CHANG DA HAI,BUKD,Cargo,112,17
8664694,412081720,CHANG TONG HAI,BUKC,Cargo,112,17
8112976,412081780,ZHUO HAI,BUWO,Cargo,183,22
8664723,412081790,CHANG NING HAI,BUKE,Cargo,112,17
8664711,412081810,CHANG AN HAI,BUKQ,Cargo,112,17
8664670,412081820,CHANG FENG HAI,BUHD,Cargo,121,20
8664682,412081830,CHANG YING HAI,BUHE,Cargo,121,20
9353412,412082020,CHANG YUE HAI,BUHB,Cargo,121,20
9353400,412082030,CHANG FEI HAI,BUHA,Cargo,121,20
9662904,412084000,SHEN HUA 801,BRLA,Cargo,224,32
9139050,412087000,YUGUHE,BOSL,Cargo,242,32
9517329,412091000,YONG XING DAO,BPYB,Passenger,167,25
7374008,412094000,SHEN HUA 512,BRML,Cargo,223,31
9732008,412094000,SHEN HUA 512,BRML,Cargo,n.a.,n.a.
9138501,412095000,YUN TONG HAI,BFAY6,Cargo,225,32
9864045,412098000,YI HANG JIN AN 1,BOAK9,Cargo,190,75
9595345,412099000,FAN ZHOU 10,BOAS7,Other Type,274,48
9060182,412100000,FEI HE,BOAJ,Unspecified,275,32
9067570,412101000,TENG HE,BOAI,Cargo,275,32
9067568,412102000,YUAN HE,BOAH,Cargo,275,32
9065376,412104000,XIN JIAN ZHEN,BOAL,Passenger,156,23
8818740,412105000,GAO HE,BOAF,Cargo,236,32
8806101,412106000,DONG HE,BOAD,Tug,236,32
8806096,412107000,MIN HE,BOAD,Cargo,236,32
9139012,412109000,HANIHE,BOQZ,Cargo,242,32
9139048,412110000,XI BO HE,BORY,Fishing,242,32
9139036,412112000,JING PO HE,BORW,Cargo,242,32
8321840,412113000,MING ZHOU 75,BLAQ3,Cargo,126,21
8321852,412114000,MING ZHOU 77,BLAQ2,Cargo,126,23
9139000,412116000,BUYIHE,BOPD,Cargo,242,32
9192686,412118000,LE CONG,BOKU,Cargo,182,26
9192698,412119000,LE HE,BOKV,Cargo,182,26
9192674,412120000,LE LI,BOKW,Cargo,182,26
9192662,412121000,LE YI,BOKX,Cargo,182,26
9970155,412123455,OU YANG 005,BPDM2,Other Type,90,43
8501713,412123456,XIN HE SHI BA,3FWV6,Tanker,134,19
9600827,412124000,GUANG ZHOU FA ZHAN 4,BYFP,Cargo,189,32
8705242,412126000,PU HE,BOAC,Cargo,236,32
9566930,412128000,BI XUN,BHPK,Cargo,189,32
9139062,412130000,LUO BA HE,BOSM,Cargo,242,32
9596727,412131000,HAI YANG ZHI HUA,BFAN3,Cargo,189,32
9139024,412133000,NAXIHE,BORX,Cargo,242,32
7623148,412135000,HAI AN 5689,5689,Cargo,169,25
9732010,412137000,SHEN HUA 513,BRMM,Cargo,189,32
8108793,412138000,VOW,V4IA3,Cargo,170,28
8108810,412140000,JIN CHENG HE,BAUL,Cargo,170,28
7526845,412142000,XIN DONG GUAN 10,BRRN,Cargo,147,23
9597082,412142000,XIN DONG GUAN 10,BRRN,Cargo,221,32
9214513,412148000,QING YUN HE,BOMW,Cargo,179,27
9662928,412149000,SHEN HUA 803,BRLC,Cargo,224,32
9725952,412153000,SHEN HUA 532,BRMR,Cargo,189,32
9663752,412158000,SHEN HUA 811,BRLG,Cargo,225,32
9166895,412163000,YU HENG XIAN FENG,BOEL,Cargo,180,32
8990122,412163001,TAKAO,BLAC4,Cargo,37,10
9737620,412164000,SHEN HUA 515,BRMN,Cargo,n.a.,n.a.
8321979,412165000,MING ZHOU 56,BLAC4,Cargo,123,20
8318013,412167000,XIANG HE,BOPE,Cargo,200,28
8318025,412168000,YU HE,BOPF,Cargo,200,28
9741322,412169000,SHEN HUA 533,BRMS,Cargo,n.a.,n.a.
8318051,412170000,BING HE,BOTC,Cargo,201,28
1187532,412174000,SHEN HUA 535,BRMT,Cargo,189,32
9741334,412174000,SHEN HUA 535,BRMT,Cargo,n.a.,n.a.
9737632,412175000,SHEN HUA 516,BRMO,Cargo,n.a.,n.a.
9662930,412176000,SHEN HUA 805,BRLD,Cargo,224,32
9695286,412177000,BEI HAI JIU 117,BSFF,Search & Rescue,98,15
7525463,412178000,HUA HENG 168,BIAO8,Cargo,212,28
9771315,412178000,HUA HENG 168,BIAO8,Cargo,n.a.,n.a.
8514590,412180000,SONG HE,BOZC,Cargo,199,28
8321723,412181000,ZHUANG HE,BOZD,Cargo,199,28
9741346,412185000,SHEN HUA 561,BRMW,Cargo,n.a.,n.a.
7735056,412186000,SHUI CHENG,BRLH,Unspecified,161,21
9663764,412189000,SHEN HUA 812,BRLH,Cargo,225,32
9693446,412190000,DE SHEN,BSTI,Tug,90,20
8316376,412191000,YONG PING 5,3EBW4,Cargo,167,26
9737644,412191000,SHEN HUA 518,BRMP,Cargo,n.a.,n.a.
9214642,412195000,AI DING HU,BOFS,Tanker,228,32
9214654,412196000,JI LI HU,BOFT,Tanker,228,32
9745172,412197000,SHEN HUA 536,BRMU,Cargo,n.a.,n.a.
9662942,412199000,SHEN HUA 806,BRLE,Cargo,224,32
9004774,412200078,LIAO JIN LUN 108,BZTF8,Fishing,49,8
9057927,412200079,LIAO JIN LUN 109,BZTF9,Fishing,49,8
8724339,412200083,HAI XING,BALE,Fishing,114,17
8578596,412200099,LIAO DAN YU 7716,BZV2H,Fishing,n.a.,n.a.
8578601,412200101,LIAO DAN YU 7717,BZV3H,Fishing,n.a.,n.a.
8647517,412200115,SUN STAR 6,BZTH9,Fishing,37,12
8647529,412200116,SUN STAR 7,BZTY2,Fishing,37,7
8553546,412200138,RUI TAI FENG 802,n.a.,Fishing,n.a.,n.a.
9987263,412200139,RUI TAI FENG 911,BZSN4,Fishing,50,10
9987421,412200141,RUI TAI FENG 912,BZSN5,Fishing,50,10
9987433,412200142,RUI TAI FENG 913,BZSB2,Fishing,50,10
8553584,412200143,RUI TAI FENG 807,n.a.,Fishing,n.a.,n.a.
8553596,412200145,RUI TAI FENG 808,n.a.,Fishing,n.a.,n.a.
8529442,412200225,LONG XING 801,BZTU2,Fishing,n.a.,n.a.
8680076,412200335,GUO JI 901,BZSX6,Fishing,60,9
8680088,412200336,GUO JI 902,BZSX7,Fishing,n.a.,n.a.
8529428,412200417,LONG XING 802,BZTU3,Fishing,n.a.,n.a.
9876517,412200461,JIN XIANG 18,BZTY9,Fishing,n.a.,n.a.
9160085,412200470,FENG PING,9LY2532,Cargo,75,12
8221521,412200550,JIN GONG,AA,Cargo,90,15
9092018,412200561,LIAO DA ZHONG YU 25087,n.a.,Fishing,n.a.,n.a.
9092020,412200562,LIAO DA ZHONG YU 25088,n.a.,Fishing,n.a.,n.a.
8020630,412200640,DA FU,BAWP,Cargo,126,20
8130796,412200690,JIN MA,BOHC,Cargo,92,15
8539760,412200855,GUO JI 836,BZSM8,Fishing,n.a.,n.a.
8539772,412200861,GUO JI 837,BZSM9,Fishing,n.a.,n.a.
8599875,412200991,YIFENG 1,n.a.,Fishing,n.a.,n.a.
8599887,412200992,YIFENG 2,n.a.,Fishing,n.a.,n.a.
9056014,412201000,ZHEN XING HAI,BOHC,Cargo,225,32
9934682,412201640,GUO JIN 609,BZV7L,Fishing,38,7
8909769,412201808,LONG XING 621,BZZO2,Fishing,48,8
9036777,412201812,LONG XING 625,BZZP2,Fishing,48,8
9031935,412201813,LONG XING 626,BZZP3,Fishing,48,8
9016258,412201815,LONG XING 627,BZZP5,Fishing,48,8
9016246,412201816,LONG XING 628,BZZP6,Fishing,48,8
9789362,412201817,JIN XIANG 11,BZYB2,Fishing,n.a.,n.a.
9789374,412201818,JIN XIANG 12,BZYB3,Fishing,208,29
8594033,412201826,SHENG HAI 3,n.a.,Fishing,n.a.,n.a.
9777321,412201828,GUO JI 828,BZSG6,Fishing,n.a.,n.a.
9777333,412201829,GUO JI 829,BZSG7,Fishing,n.a.,n.a.
9777345,412201831,GUO JI 831,BZSG8,Fishing,n.a.,n.a.
9777357,412201832,GUO JI 832,BZSG9,Fishing,n.a.,n.a.
8697055,412201842,RUI TAI FENG 905,n.a.,Fishing,n.a.,n.a.
8697067,412201843,RUI TAI FENG 906,n.a.,Fishing,n.a.,n.a.
9780196,412201845,RUI TAI FENG 907,n.a.,Fishing,n.a.,n.a.
9780201,412201846,RUI TAI FENG 908,n.a.,Fishing,120,30
9787613,412201847,RUI TAI FENG 909,n.a.,Fishing,n.a.,n.a.
9780213,412201848,RUI TAI FENG 910,n.a.,Fishing,n.a.,n.a.
9794599,412201849,JIN XIANG 8,BZYB8,Fishing,n.a.,n.a.
9794604,412201851,JIN XIANG 9,BZYB9,Fishing,n.a.,n.a.
8587250,412201866,HAI XIN 23,BZTB3,Fishing,n.a.,n.a.
8587262,412201867,HAI XIN 24,BZTB4,Fishing,n.a.,n.a.
8587286,412201868,HAI XIN 25,BZTB5,Fishing,n.a.,n.a.
8587274,412201869,HAI XIN 26,BZTB6,Fishing,n.a.,n.a.
8587298,412201871,HAI XIN 27,BZTB7,Fishing,n.a.,n.a.
8587303,412201872,HAI XIN 28,BZTB8,Fishing,n.a.,n.a.
8583424,412201873,MENG XIN YU YUN 369,BZYO2,Other Type,n.a.,n.a.
9056923,412202000,FEN JIN HAI,BOHD,Cargo,225,32
9211523,412202730,TENG YUAN,BAGO,Cargo,49,7
8882911,412202870,MING YUE,BATD,Cargo,81,15
9056935,412203000,TENG FEI HAI,BOHE,Cargo,225,32
9232008,412203020,XIAN YV 1 HAO,BANF,Cargo,49,7
9242936,412203050,BO TUO 1 HAO,BAXJ,Tug,n.a.,n.a.
8956906,412203190,LIAO CHANG LENG 5,BALQ,Cargo,41,7
9256133,412203310,LIAN YOU 10,BTBQ,Tanker,69,10
9623594,412203360,XIN XIN HAI 2,BTBM3,Cargo,166,27
7717793,412204020,WAN SHUI,BAGU,Cargo,140,21
1023152,412204024,ZHONG HAI YOU 18,n.a.,Cargo,n.a.,n.a.
9272591,412204480,YA LU JIANG,BATI,Cargo,110,19
9002506,412205000,TIAN SHENG 17,BLBB,Cargo,244,41
8682490,412205130,LONG XING 605,BZZJ3,Fishing,n.a.,n.a.
8682505,412205140,LONG XING 606,BZZJ4,Fishing,n.a.,n.a.
9022374,412205480,BI HE,n.a.,Cargo,119,n.a.
8682517,412205520,LONG XING 607,BZSQ8,Fishing,n.a.,n.a.
9361940,412205920,XIN YUN FENG,BAOZ,Cargo,98,16
8774841,412206008,HAI FENG LONG 9,BAMB,Fishing,n.a.,n.a.
8774968,412206009,JIN HAI 857,BAMC,Fishing,n.a.,n.a.
9374375,412206010,LONG TAI 6,BALC,Cargo,54,8
9024724,412206210,HAI XING 6,BJAD,Cargo,37,n.a.
9024736,412206220,HAI XING 7,BAJP,Cargo,n.a.,n.a.
9385752,412206240,JIFA BOHAI,BAMS,Cargo,117,19
8790974,412206260,DONG KUN 3,BTBB3,Cargo,n.a.,n.a.
9407433,412206290,RYUGEN101,BPAN4,Cargo,54,8
8114869,412206330,TIAN ZHOU,BTBC,Cargo,52,8
8741569,412206430,WAN RONG HAI,BAPO,Passenger,129,20
8306735,412206480,WAN LI,BTBC,Cargo,147,22
8748438,412206490,JIN HENG HAI,BAMZ,Fishing,96,16
8420830,412206680,YINHUI 3001,BTBL,Cargo,85,18
8306761,412206890,WAN RUN,BTBC2,Cargo,147,22
9357987,412206920,MEI ZHOU BAO,BAGQ,Tug,40,9
9495349,412206950,HENG FA 2,BAQD,Cargo,38,6
9495325,412206970,HAI NING 2,BAWW,Cargo,38,6
8540276,412207532,JU LONG JIA YA 12,BZYT5,Fishing,n.a.,n.a.
1025447,412207541,RONG HUA 25,BZYU9,Fishing,n.a.,n.a.
1030351,412207542,RONG HUA 28,BZYV4,Fishing,n.a.,n.a.
1032270,412207545,RONG HUA 29,BZYV6,Fishing,n.a.,n.a.
1025461,412207546,RONG HUA 30,BZYV7,Fishing,n.a.,n.a.
8794786,412207552,LIAO WA YU 55197,n.a.,Fishing,n.a.,n.a.
8794774,412207553,LIAO WA YU 55198,n.a.,Fishing,n.a.,n.a.
8651398,412207690,XIN SHENG GANG,BAOI,Cargo,97,16
8888800,412207780,LIAN GANG 24,BALM,Tug,82,11
9109873,412207890,XIANG HUA,BAHO,Tanker,88,13
8655136,412207930,BLUE SEA,n.a.,Cargo,125,18
9098036,412207940,KAI TONG,4LFG2,Tanker,153,22
9741360,412208000,SHEN HUA 563,BRMY,Cargo,n.a.,n.a.
9622497,412208030,WAN TONG HAI,BAKA,Passenger,163,25
8216992,412208260,SHI GANG TUO 2,BTCZ,Tug,32,11
8555180,412208490,ZHONG RAN 35,BAOU,Tanker,n.a.,n.a.
8537152,412208550,HAI DE YOU 9,BALD,Tanker,n.a.,n.a.
9623609,412208780,XIN XIN HAI 1,BSAV,Cargo,166,27
8537281,412208880,XIN FENG 216,BAJN,Tanker,n.a.,n.a.
8535972,412209000,XIN HAI TONG 19,BHDE,Cargo,n.a.,n.a.
8794607,412209008,YANG MING 8031,n.a.,Fishing,n.a.,n.a.
8794619,412209009,YANG MING 8032,n.a.,Fishing,n.a.,n.a.
8599899,412209011,YIFENG 21,n.a.,Fishing,n.a.,n.a.
8599904,412209012,YIFENG 22,n.a.,Fishing,n.a.,n.a.
8794762,412209041,LIAO WA YU 55117,n.a.,Fishing,n.a.,n.a.
8794750,412209042,LIAO WA YU 55118,n.a.,Fishing,n.a.,n.a.
8680052,412209066,GUO JI 826,BZTV3,Fishing,n.a.,n.a.
8680064,412209067,GUO JI 827,BZTV4,Fishing,n.a.,n.a.
9004449,412209073,LONG XING 609,BZYG2,Fishing,47,8
8540367,412209083,JU RONG YU 1,n.a.,Fishing,n.a.,n.a.
8540379,412209085,JU RONG YU 2,n.a.,Fishing,n.a.,n.a.
8540381,412209086,JU RONG YU 5,n.a.,Fishing,n.a.,n.a.
8540393,412209087,JU RONG YU 6,n.a.,Fishing,n.a.,n.a.
8540408,412209088,JU RONG YU 7,n.a.,Fishing,n.a.,n.a.
8540410,412209089,JU RONG YU 8,n.a.,Fishing,n.a.,n.a.
8540549,412209092,JU RONG YU 9,BZYH2,Fishing,n.a.,n.a.
8540551,412209093,JU RONG YU 10,BZYH3,Fishing,n.a.,n.a.
1031977,412209103,RONG HUA 23,BZYU8,Fishing,n.a.,n.a.
1025459,412209105,RONG HUA 26,BZYV2,Fishing,n.a.,n.a.
1027160,412209106,RONG HUA 27,BZYV3,Fishing,n.a.,n.a.
